venue_name,identifier,maximumAttendeeCapacity
Ritz Theate,jambase:66734,426
EverBank Stadium,jambase:68228,67838
Jacoby Hall,jambase:72934,1800
Seawalk Pavilion,jambase:345605,
The Walrus,jambase:11100757,
Murray Hill Theatre,jambase:63776,598
Myth Nightclub,jambase:3151332,
James Weldon Johnson Park,jambase:11220715,
The Original Cafe Eleven,jambase:360983,200
Rodeheaver’s Boys Ranch,jambase:400759,
Colonial Oak Music Park,jambase:5121017,
Kona Skate Park,jambase:400786,
Terry Theater at theTimes-Union Center for the Performing Arts,jambase:386546,
Okefenokee Fairgrounds,jambase:67021,
The Glass Factory,jambase:9489230,900
Christ’s Church,jambase:6072440,
St John’s County Fairgrounds,jambase:567915,
Equestrian Center,jambase:400771,
Hargray Capitol Theatre,jambase:64859,650
Grant’s Lounge,jambase:374617,75
Macon City Auditorium,jambase:357755,2688
Macon Amphitheater,jambase:10983832,
Grand Opera House,jambase:402112,1030
Capricorn Sound Studios,jambase:8112451,60
Macon Centreplex,jambase:346151,9000
Rialto Theatre,jambase:62115,1200
191 E. Toole,jambase:73550,500
Club Congress,jambase:62126,400
Fox Tucson Theatre,jambase:70570,1154
Hotel Congress,jambase:3843295,325
Centennial Hall,jambase:62995,2500
Gentle Ben’s,jambase:397193,
The Century Room,jambase:8402792,300
Encore,jambase:5900208,850
The Linda Ronstadt Music Hall,jambase:64786,2289
Tucson Arena,jambase:73185,8962
The Rock,jambase:62289,650
Anselmo Valencia Amphitheater (AVA),jambase:63017,5000
Crowder Hall,jambase:326102,600
Club XS,jambase:73563,1200
Desert Diamond Entertainment Center,jambase:5746011,
Pima County Fairgrounds,jambase:569835,
Barbara B. Mann Performing Arts Hall,jambase:64951,1874
Seminole Casino Immokalee,jambase:192767,600
The Ranch Concert Hall & Saloon,jambase:395914,1785
Hertz Arena,jambase:328782,8284
Daniels Pavilion,jambase:73148,283
Artis Naples,jambase:391903,1425
Hayes Hall at Artis-Naples,jambase:2679077,1477
Buddha Bar,jambase:333913,250
Charlotte Harbor Event Center,jambase:388132,1800
Point Ybel Brewing Company,jambase:340665,
Laishley Park,jambase:3573436,
Caloosa Sound Amphitheater,jambase:11399653,
Midnight Tavern,jambase:11376163,
Christensen Performance Hall,jambase:11184718,
Black Sheep,jambase:65890,397
Pike’s Peak Center,jambase:62577,2012
Lulu’s Downstairs,jambase:5689412,400
Sunshine Studios,jambase:66201,2500
Oskar Blues Grill & Brew Colorado Springs,jambase:5306421,100
Pueblo Memorial Hall,jambase:323643,1600
Broadmoor World Arena,jambase:63256,9200
Vultures,jambase:8173019,150
Weidner Field,jambase:7611319,
Brues Alehouse Brewing Co.,jambase:2404498,100
Boot Barn Hall at Bourbon Brothers,jambase:9903237,1000
Uptown Theater,jambase:62268,2200
The Truman KC,jambase:3465866,1400
recordBar,jambase:64639,399
Farewell KCMO,jambase:8631198,
T-Mobile Center,jambase:71111,18972
Bottleneck,jambase:64673,350
The Midland Theatre,jambase:63039,3000
Knuckleheads Saloon,jambase:64921,700
Madrid Theater,jambase:62696,500
Encore at The Uptown Theater,jambase:2614650,1600
miniBar,jambase:70193,100
Folly Theatre,jambase:67751,1078
Starlight Theatre,jambase:63548,7958
Ameristar Casino,jambase:73825,1332
Liberty Hall,jambase:62128,1050
Granada Theater,jambase:62316,800
Cable Dahmer Arena,jambase:67895,5800
Kauffman Center For The Performing Arts,jambase:69221,1800
Harrah’s VooDoo Lounge,jambase:66743,1150
Arrowhead Stadium,jambase:65995,76416
Lied Center,jambase:63904,1900
Grinders KC,jambase:6556311,3000
Lawrence Arts Center,jambase:64160,300
In The Lowest Ferns,jambase:11450211,
The Music Hall,jambase:73416,2
Mosaic Lounge,jambase:335498,450
PBR Big Sky,jambase:66775,750
Lucia Beer Garden,jambase:3816797,
Azura Amphitheater,jambase:62134,18000
The Rino,jambase:3551834,150
Helzberg Hall at Kauffman Center,jambase:2743386,1600
Mike Kelly’s Westsider,jambase:339078,
Yardley Hall,jambase:333091,1341
North Lake Park,jambase:72967,
Johnson County Community College,jambase:569776,
Boulevardia Stockyards District,jambase:5367990,
Legends Field,jambase:9877000,
Emerald City,jambase:5318302,
Missouri Theatre,jambase:379461,1200
Toyota Presents Oakdale Theatre,jambase:62837,4803
Toad’s Place,jambase:62125,750
Infinity Hall Hartford,jambase:73566,500
College Street Music Hall,jambase:72181,650
Shrine @ Foxwoods,jambase:68685,1100
Space Ballroom,jambase:68553,300
The Premier Theater at Foxwoods,jambase:67281,4000
Garde Arts Center,jambase:358663,1450
The Webster,jambase:63117,1200
The Great Cedar Showroom at Foxwoods,jambase:73782,4000
Xfinity Theatre,jambase:62362,30000
The Kate (Katharine Hepburn Cultural Arts Center),jambase:68362,250
Mohegan Sun Arena,jambase:69753,10000
Broad Brook Opera House,jambase:7938300,460
XL Center,jambase:71583,16294
Cafe Nine,jambase:73428,150
Palace Theater,jambase:64991,2565
The Dome at Oakdale,jambase:68431,3200
Shubert Theater,jambase:62900,1600
Jorgensen Center for the Performing Arts,jambase:62451,2630
Westville Music Bowl,jambase:6193131,5000
Mortensen Hall,jambase:341275,2799
Infinity Hall,jambase:69641,320
The Bushnell Center For The Performing Arts,jambase:68809,3707
Foxwoods Resort and Casino,jambase:66467,4000
Strange Brew Pub,jambase:71140,
The Vanilla Bean Cafe,jambase:364766,
Goshen Fairgrounds,jambase:63556,
Club Getaway,jambase:72335,300
Mystic Shipyard,jambase:324654,
Bushnell Park,jambase:62536,
The Scorpion Bar,jambase:384997,
Suffield Academy,jambase:343915,
The Salty Dog Tavern,jambase:11307456,
Hops on the Hill Brewery,jambase:11297782,
Paramount Theatre,jambase:67193,1187
The Aztec Theatre,jambase:8141372,
Taylor County Expo Center,jambase:341805,
Mayo Clinic Health System Event Center,jambase:323645,6500
Vetter Stone Amphitheater,jambase:73479,
The Ramkat,jambase:4055901,1000
Greensboro Coliseum Complex,jambase:62569,23000
Steven Tanger Center for the Performing Arts,jambase:5841466,3000
Haw River Ballroom,jambase:69436,700
The Flat Iron,jambase:386098,200
Piedmont Hall,jambase:5787909,2300
The Blind Tiger,jambase:62573,500
Carolina Theatre,jambase:62659,1075
Hangar 1819,jambase:9564408,500
Cone Denim Entertainment Center,jambase:72361,850
Lawrence Joel Veterans Coliseum,jambase:411282,14665
Earle Theatre,jambase:337246,600
High Point Theatre,jambase:62888,
White Oak Amphitheatre,jambase:567507,7061
Bailey Park,jambase:395780,
Wilkes Community College,jambase:62150,
Reeves Theater,jambase:4535820,275
Southeastern Center for Contemporary Art,jambase:385080,
Bar Nola,jambase:11375965,
Plaza Live,jambase:72478,1655
House of Blues,jambase:62171,1500
Kia Center,jambase:62492,20000
Conduit,jambase:9781235,350
Hard Rock Live,jambase:62467,6500
The Abbey,jambase:401031,362
King Center,jambase:63059,2016
Peabody Auditorium,jambase:65258,2521
Tuffy’s Music Box,jambase:7488834,350
The Social,jambase:64195,400
Lil’ Indies,jambase:69790,75
Aero,jambase:5181028,300
Walt Disney Theatre at Dr. Phillips Center for Performing Arts,jambase:3764327,2700
Sharon L. Morse Performing Arts Center,jambase:573241,1022
The Vanguard,jambase:7334800,2000
Celine Orlando,jambase:4307140,1000
Flagler Auditorium,jambase:380626,1000
Cocoa Riverfront Park,jambase:69247,1200
Steinmetz Hall at Dr Phillips Center,jambase:7640397,1741
Beacham Theatre,jambase:68120,1250
Dr. Phillips Center For The Performing Arts,jambase:71846,2700
Central Florida Fairgrounds,jambase:565648,10000
Circle Square Cultural Center,jambase:384159,
Elixir,jambase:5746008,400
Level 13 Event Center,jambase:9442893,750
Addition Financial Arena,jambase:8648456,10072
Orlando Amphitheater at the Central Florida Fairgrounds,jambase:2333603,1500
West End Trading Company,jambase:67433,300
Cafe da Vinci,jambase:65022,350
Camping World Stadium,jambase:67391,
Athens Theatre,jambase:329669,
The Ocean Deck,jambase:333880,110
Beachside Tavern,jambase:64343,200
Daytona International Speedway,jambase:343316,
Silver Spurs Arena,jambase:344136,
Debauchery,jambase:69455,200
Wyndham Orlando Resort,jambase:8094851,
Stardust Video & Coffee,jambase:401050,
Majestic Oaks Ocala,jambase:11285021,
Tinker Field,jambase:65093,5014
Tin Roof,jambase:395409,300
Apopka Amphitheater,jambase:2437578,
Clermont Performing Arts Center,jambase:72619,
Mango’s Tropical Cafe,jambase:5504428,
Reilly Arts Center,jambase:2746171,700
Ole Red Orlando,jambase:8458310,
Universal Studios Music Stage Plaza,jambase:5170809,
Heidi’s Jazz Club,jambase:401098,
Port Canaveral,jambase:2707943,
The Cottage Irish Pub,jambase:11376073,
First Turn Port Orange,jambase:11364069,
Orlando Shakes,jambase:10920866,
The Osceola Performing Arts Center,jambase:10451710,
Center for the Arts,jambase:73833,500
Knotty Pine,jambase:62332,384
Mountain America Center,jambase:9041017,6000
Mangy Moose,jambase:358489,400
Chiefs Event Center at Shoshone-Bannock Hotel,jambase:6110216,
Jensen Grand Concert Hall,jambase:3799392,1149
Colonial Theatre,jambase:402411,988
Sawtooth Valley Pioneer Park,jambase:3095926,
The Gem,jambase:3144924,
Jackson Town Square,jambase:420216,
Moe’s Alley,jambase:62107,300
The Catalyst Atrium,jambase:66566,350
The Catalyst,jambase:62135,800
Golden State Theatre,jambase:66367,1300
Rio Theatre,jambase:62760,724
Sunset Cultural Center,jambase:572901,718
Felton Music Hall,jambase:4626056,400
Fernwood Resort,jambase:63152,
Monterey County Fairgrounds,jambase:68940,10000
Santa Cruz Civic Auditorium,jambase:358789,
Henry Miller Memorial Library,jambase:572895,300
Kaiser Permanente Arena,jambase:5360631,
Salinas Valley Fairgrounds,jambase:10483820,
Clyde Theatre,jambase:4043746,2150
Honeywell Center,jambase:65073,1500
Piere’s Entertainment Center,jambase:63116,2000
The Embassy Theatre,jambase:67158,2471
Allen County War Memorial Coliseum,jambase:367851,10500
Niswonger Performing Arts Center,jambase:67031,1200
Jay County Fairgrounds,jambase:66503,
Eagles Theater,jambase:9188594,560
Foellinger Theatre,jambase:65221,
Sweetwater Performance Pavilion,jambase:391303,3500
The Eclectic Room,jambase:4382020,800
Fort Wayne Woman’s Club,jambase:11403660,
Meow Wolf,jambase:409558,400
El Rey Theater,jambase:64262,700
Sunshine Theater,jambase:62453,1000
Animas City Theatre,jambase:65306,270
The Launchpad,jambase:62537,300
Lensic Performing Arts Center,jambase:63378,821
Popejoy Hall @ University of New Mexico,jambase:63227,1985
Sister The Bar,jambase:71307,360
KiMo Theatre,jambase:359471,650
Rio Rancho Events Center,jambase:7640523,7000
Buffalo Thunder Resort Casino,jambase:66300,1400
Kiva Auditorium,jambase:66184,2300
Isleta Amphitheater,jambase:63708,15000
Inn of the Mountain Gods,jambase:65959,120
Tumbleroot Brewery and Distillery,jambase:4393715,400
The Liberty,jambase:71236,500
Flickinger Center for Performing Arts,jambase:329305,590
Tico Time River Resort,jambase:7498903,
Effex Nightclub,jambase:68625,500
Isleta Resort & Casino,jambase:4333161,2500
Spencer Center For The Performing Arts,jambase:409658,514
Revel,jambase:8724485,3000
Lauter Haus Brewing Company,jambase:10518356,
Fort Lewis College,jambase:63663,
The Dirty Bourbon,jambase:70184,400
Balloon Fiesta Park,jambase:64606,
Kit Carson Park,jambase:409605,
Durango Arts Center,jambase:368649,
Sandia Amphitheater,jambase:6507020,
Railyard Plaza,jambase:388701,
Fusion Factory,jambase:383823,
The Cell Theatre,jambase:361843,
St Francis Auditorium,jambase:327698,
The Jam Spot,jambase:193796,
Calvary Church Albuquerque,jambase:11268132,
Daleee at The Solar Center,jambase:10791052,
Maine Savings Amphitheater,jambase:67938,16000
Cross Insurance Center,jambase:69631,8500
Collins Center for the Arts,jambase:72917,1
Harry Brown’s Farm,jambase:66413,2500
Lillian S. Wells Hall at The Parker,jambase:7725721,1147
Hard Rock Live,jambase:66216,7000
Port of Miami,jambase:326040,5000
Miami Beach Bandshell,jambase:370406,1350
E11even Miami,jambase:193471,1000
Key West Theater,jambase:2612255,278
Kaseya Center,jambase:63365,21000
Revolution Live,jambase:68266,1300
Culture Room,jambase:62575,650
Aventura Arts & Cultural Center,jambase:71479,330
Amerant Bank Arena,jambase:358453,20737
Floyd Miami,jambase:4314405,150
Club Space,jambase:64073,2500
Au-Rene Theater at The Broward Center,jambase:71505,2700
Coffee Butler Amphitheater,jambase:7286286,3500
The Fillmore Miami Beach at The Jackie Gleason Theater,jambase:62553,2462
James L Knight Center,jambase:64153,4569
Amaturo Theatre,jambase:401241,585
Gramps,jambase:193516,100
Do Not Sit On The Furniture,jambase:575256,135
Kemistry,jambase:11178458,
Liv Nightclub,jambase:66978,1200
Port Everglades Cruise Port,jambase:2885137,400
Knight Concert Hall,jambase:2906526,2166
Revolution Live Outdoors,jambase:324891,2000
DAER South Florida,jambase:6064370,1000
Tennessee Williams Theatre,jambase:364500,2500
Strawberry Moon,jambase:8014146,1000
Pompano Beach Amphitheater,jambase:62484,2600
Hard Rock Stadium,jambase:381857,65326
The Ground,jambase:3042080,555
Abdo New River Room At The Broward Center,jambase:574675,120
Miramar Regional Park Amphitheater,jambase:3071079,3000
La Otra Miami Wynwood,jambase:8620435,
Domicile Miami,jambase:11459123,
Coral Springs Center For the Arts,jambase:378511,1471
Miniaci Performing Arts Center,jambase:68615,498
Miramar Cultural Center,jambase:379733,3500
Miami Dade County Auditorium,jambase:365710,2372
Jolene Sound Room,jambase:10909542,150
Seminole Casino Coconut Creek,jambase:371414,2000
Hyatt Regency Miami,jambase:395909,1500
The Green Parrot,jambase:66055,400
Mana Wynwood,jambase:395158,10000
Charles F. Dodge City Center Pembroke Pines,jambase:3098547,3200
South Miami-Dade Cultural Arts Center,jambase:70001,961
Daer Dayclub,jambase:7581058,2500
Historic Virginia Key Beach Park,jambase:392865,1300
Electric Lady Wynwood,jambase:9429560,
Sofar Sounds Wynwood,jambase:9323804,
MAD CLUB Wynwood,jambase:8371848,
Green Room,jambase:328145,400
Rooftop at Arlo Wynwood Miami,jambase:11289146,
Parker Playhouse,jambase:64599,1191
FPL Solar Amphitheater at Bayfront Park,jambase:63632,10000
Hollywood ArtsPark at Young Circle,jambase:68897,2500
Adrienne Arsht Center,jambase:65702,
Bayfront Park,jambase:386830,10000
Stache 1920’s Drinking Den,jambase:328146,
LoanDepot Park,jambase:391488,36742
Fort Lauderdale Beach Park,jambase:328749,
Naomi’s Garden Restaurant & Lounge,jambase:8838915,
Port of Fort Lauderdale,jambase:8837228,
Factory Town,jambase:8147482,5000
Oasis Wynwood,jambase:7710695,2500
The National Hotel,jambase:341416,
Faena Theater,jambase:2321531,
Wynwood Marketplace,jambase:9785645,
Miami Marine Stadium,jambase:9773515,6566
Sirocco at Seminole Hard Rock Hotel & Casino Hollywood,jambase:9715783,
Sofar Sounds South of 5th,jambase:9690990,
M2 Nightclub,jambase:9406822,2000
Sofar Sounds Brickell,jambase:9217320,
Sofar Sounds Miami Beach,jambase:9198668,
Community Christian Church,jambase:7540813,
Bar Nancy,jambase:7398919,
Kimpton Surfcomber Hotel,jambase:6495467,
The Hangar,jambase:574153,
Truman Waterfront,jambase:568121,
MSC Divina,jambase:5414921,
Dolphin Mall,jambase:401215,
7th Circuit Productions,jambase:388741,
The Joint,jambase:339240,
Miami-Dade County Fair & Exposition,jambase:328187,5083
Hyde Beach,jambase:193100,
Anchors Aweigh Dive Bar,jambase:11345397,
American Legion Post 28,jambase:11166686,
Eagle Room,jambase:10250726,100
Tin Roof,jambase:10167037,
Long Center for the Performing Arts,jambase:403838,1155
Loeb Playhouse,jambase:63331,1038
Elliott Hall Of Music,jambase:67205,6005
Rams Head Tavern (On Stage),jambase:62241,300
Baltimore Soundstage,jambase:64205,1000
Metro Gallery,jambase:66029,300
Rams Head Live,jambase:64868,1500
Elkton Music Hall,jambase:10270733,300
The 8X10,jambase:62102,350
CFG Bank Arena,jambase:9694392,14000
Meyerhoff Symphony Hall,jambase:62712,2443
Ottobar,jambase:62426,400
The Lyric Baltimore,jambase:67530,2564
Merriweather Post Pavilion,jambase:62064,19319
Chesapeake Employers Insurance Arena,jambase:405482,4024
The Collective Encore,jambase:10259311,300
Hippodrome,jambase:64100,2300
The Hall at Live! Casino & Hotel,jambase:6008475,4000
The Recher,jambase:356694,650
Pier Six Pavilion,jambase:62571,4341
Sofar Sounds Station North,jambase:9198753,
Sofar Sounds Pigtown,jambase:9198711,
Maryland Hall for the Creative Arts,jambase:363664,725
Avalon Theatre,jambase:62979,400
Maryland State Fair,jambase:63299,1896
Oriole Park at Camden Yards,jambase:405431,
Sandy Point State Park,jambase:328700,
Swann Park,jambase:8459806,
Druid Hill Park,jambase:192591,
Vibe,jambase:9651443,
Star Centre,jambase:9639188,990
Sofar Sounds Wyman Park,jambase:9496234,
Sofar Sounds Mt. Vernon,jambase:9198680,
Sofar Sounds Downtown,jambase:9198576,
Anne Arundel County Fairgrounds,jambase:574377,
The Church at Severn Run,jambase:11206148,
Cult Classic Brewing,jambase:11009986,
Acadiana Center for the Arts,jambase:325821,
Heymann Arts Center,jambase:63905,2168
Cajundome,jambase:73826,13500
Blue Moon Saloon,jambase:361678,
The Charleston Pour House,jambase:67076,450
Charleston Music Hall,jambase:73308,965
The Charleston Pour House (Deck),jambase:70503,450
The Music Farm,jambase:62163,800
Charleston Gaillard Center,jambase:358143,2750
North Charleston Performing Arts Center,jambase:64346,13295
The Windjammer,jambase:62319,550
Credit One Stadium,jambase:64836,10200
North Charleston Coliseum,jambase:63834,13295
Firefly Distillery,jambase:7442049,2000
The Riviera Theater,jambase:8473782,600
Charleston Jazz Club,jambase:415416,
The Trio Club,jambase:193054,200
Riverfront Park,jambase:2277788,15000
South Carolina Society Hall,jambase:9637241,250
Titanic Event Center,jambase:7206917,
Duling Hall,jambase:67615,500
Brandon Amphitheater,jambase:3906069,8300
Hal & Mal’s,jambase:62365,500
Mississippi Coliseum,jambase:332194,6812
City Hall Live,jambase:3109324,2000
Center Stage at Pearl River Resort,jambase:3109316,
Thalia Mara Hall,jambase:68150,2042
Martin’s Downtown,jambase:63084,250
Jackson Convention Complex,jambase:327068,
Red Room at Hal & Mal’s,jambase:9439944,250
First Baptist Church Madison,jambase:7170315,
The Ranch,jambase:11269670,
WOW Hall,jambase:63271,400
Hult Center,jambase:63020,2500
Blairally,jambase:394184,300
The Big Dirty,jambase:7540814,270
Matthew Knight Arena,jambase:68343,12364
McDonald Theatre,jambase:67323,759
Silva Concert Hall at Hult Center,jambase:5851886,
Soreng Theatre,jambase:8552469,496
Cuthbert Amphitheater,jambase:62541,5000
Seven Feathers Casino,jambase:67487,
Oregon Country Fair,jambase:62495,
John Henry’s,jambase:357019,300
255 Madison,jambase:10324856,
Albany Municipal Auditorium,jambase:346280,956
Albany Civic Center,jambase:324967,10240
The Martin Centre,jambase:6371706,
Ace of Spades,jambase:68121,1000
Harlow’s,jambase:62335,419
Goldfield Trading Post,jambase:2462488,300
The Venue at Thunder Valley Casino Resort,jambase:9301362,4500
Golden 1 Center,jambase:1554501,17608
Gallo Center for the Arts – Mary Stuart Rogers Theater,jambase:66973,1248
Hard Rock Live,jambase:8544727,2500
Crest Theater,jambase:62127,975
The Starlet Room,jambase:6074192,200
Old Ironsides,jambase:192524,150
Center for the Arts,jambase:73329,492
Crazy Horse Saloon,jambase:65081,108
Bob Hope Theatre,jambase:65146,2042
Toyota Amphitheatre,jambase:63998,18500
Folsom Hotel Saloon,jambase:7857667,100
Memorial Auditorium,jambase:399040,3849
Miner’s Foundry,jambase:379326,150
Harris Center For The Arts,jambase:70112,2400
LowBrau,jambase:327209,
Discovery Park,jambase:399056,25000
Palisades Tahoe,jambase:71957,
Stockton Arena,jambase:65087,12000
Sofar Sounds Sacramento,jambase:9238470,
The Torch Club,jambase:64038,
Odd Fellows Hall,jambase:4198432,400
Jackson Hall @ Mondavi Center,jambase:389624,1800
Nevada County Fairgrounds,jambase:63502,2500
Three Stages,jambase:324283,
Goldfield Roseville,jambase:7949071,700
1849 Brewing Co.,jambase:8128149,
SacYard Community Tap House,jambase:6347103,
Turlock Community Theatre,jambase:339910,1000
Mondavi Center for the Performing Arts,jambase:63408,1800
Gallo Center for the Arts,jambase:67247,1200
Cal Expo,jambase:67003,
Berryessa Brewing Company,jambase:70249,
The Stonehouse Old Brewery,jambase:327672,
El Dorado County Fairgrounds,jambase:64140,
Fruit Yard,jambase:364086,3500
The Palladium,jambase:65697,
Plumas County Fairgrounds,jambase:65637,
Mei Wah Beer Room,jambase:5521855,
Alpine Meadows Ski Resort,jambase:385193,
Grass Valley Veterans Hall,jambase:377928,
Gold Country Fairgrounds,jambase:333945,
Brass Rail,jambase:9788377,
The Flamingo House,jambase:8736676,198
Murphy’s Irish Pub,jambase:8609596,
Belden Town Resort and Lodge,jambase:67412,
Sycamore Ranch,jambase:6439734,
Calaveras County Fairgrounds,jambase:62819,
Lair of the Golden Bear,jambase:2625271,
Blue Mountain Event Center,jambase:2567274,
Pappy and Harriets,jambase:65292,850
McCallum Theatre,jambase:63575,1127
Acrisure Arena,jambase:9249998,11000
The Show At Agua Caliente Resort,jambase:68852,2057
Fantasy Springs Resort Casino,jambase:64844,3700
Spotlight 29 Casino,jambase:372447,2200
Morongo Casino Resort and Spa,jambase:3856873,2557
Purple Room Supper Club,jambase:344481,125
Empire Polo Grounds,jambase:66227,62000
Fantasy Springs Special Events Center,jambase:10928904,
Cascade Lounge at Agua Caliente Casino Palm Springs,jambase:8066972,150
La Quinta Country Club,jambase:11315387,
Bijou Theatre,jambase:62533,700
Tennessee Theatre,jambase:62567,1631
Open Chord,jambase:71694,250
The Shed,jambase:69085,1000
Thompson-Boling Arena at Food City Center,jambase:63070,21678
The Mill & Mine,jambase:2374345,1200
The Concourse,jambase:72148,500
Knoxville Civic Auditorium,jambase:416195,7141
Barley’s Taproom,jambase:64084,550
Knoxville Civic Coliseum,jambase:6724430,6500
Knoxville Museum of Art,jambase:416199,250
Pretentious Beer Company,jambase:4254241,
Downtown Knoxville,jambase:3796498,
Clayton Center for the Arts,jambase:70006,1200
Barley’s Taproom,jambase:193432,
Boyd’s Jig and Reel,jambase:69010,
World’s Fair Park,jambase:357428,
Brickyard Bar & Grill,jambase:7487017,
El Tequila Knox,jambase:9282694,
The Lincoln,jambase:7269397,1250
Cheyenne Civic Center,jambase:64365,1496
Frontier Park,jambase:67410,19000
Outlaw Saloon,jambase:68471,1000
The Rebel Lounge,jambase:74260,300
Crescent Ballroom,jambase:66093,550
The Van Buren,jambase:3212138,1800
Valley Bar,jambase:71258,250
Nile Theater,jambase:63720,850
Marquee Theatre,jambase:64031,1500
Rhythm Room,jambase:63636,250
Arizona Financial Theatre,jambase:6278203,5000
Footprint Center,jambase:62309,18422
Mesa Arts Center – Ikeda Theater,jambase:66432,1600
Orpheum Theater,jambase:67169,1000
Celebrity Theatre,jambase:62719,2650
Desert Diamond Arena,jambase:72291,18300
Talking Stick Resort Amphitheatre,jambase:63362,20106
Showroom at Casino Arizona,jambase:3805222,300
Sunbar Tempe,jambase:6027643,500
Darkstar,jambase:8080619,300
Walter Where?House,jambase:7865739,
The 44 Sports Grill & Nightlife,jambase:9077683,300
Orpheum Theater,jambase:347427,1364
Yucca Tap Room,jambase:64052,165
Bang Bang Tempe,jambase:11367970,
Last Exit Live,jambase:66874,200
Chandler Center for the Arts,jambase:63995,1500
Gila River Resorts & Casinos – Wild Horse Pass,jambase:360657,1400
Walter Studios,jambase:8727393,1200
Mesa Arts Center,jambase:70405,1588
The Talking Stick Resort Showroom,jambase:2425559,650
Yucca North,jambase:7590524,550
Kerr Cultural Center,jambase:360192,250
Talking Stick Resort,jambase:72050,18422
Pub Rock Live,jambase:62503,350
The Underground,jambase:68212,300
Tempe Beach Park,jambase:70301,15000
The Dirty Drummer,jambase:9982070,
Mesa Amphitheatre,jambase:62404,4950
Casino Arizona,jambase:73306,1000
Yavapai College Performance Hall,jambase:328699,1064
Findlay Toyota Center,jambase:370929,5100
Del Webb Center for the Performing Arts,jambase:63950,600
Phoenix Raceway,jambase:333499,51000
Chase Field,jambase:1538961,48
State Farm Stadium,jambase:323616,63400
TPC Scottsdale,jambase:341947,20000
Thundercat Lounge,jambase:11246953,
Musical Instrument Museum Music Theatre (MIM),jambase:67611,300
Scottsdale Center for the Performing Arts,jambase:63546,853
Pepsi Amphitheater at Fort Tuthill Park,jambase:71156,3000
Harrah’s Ak-Chin Casino,jambase:68575,2256
Phoenix Symphony Hall,jambase:65078,2312
Piper Theater at The Mesa Arts Center,jambase:68214,550
Coconino Center for the Arts,jambase:358732,200
Higley Center For The Performing Arts,jambase:378072,1235
Thunderbird Lounge,jambase:8014214,300
Madison Center for the Arts,jambase:7393835,
The Museum Club,jambase:64870,480
Steele Indian School Park,jambase:378166,
Showroom at Wild Horse Pass,jambase:10189892,1400
Monarch Theater,jambase:74097,1000
The Trunk Space,jambase:64012,100
Outdoor Amphitheatre @ Scottsdale Center For The Performing Arts,jambase:395440,
Mullett Arena,jambase:9249997,5000
Endgame Bar,jambase:8762425,350
Highlands Church,jambase:392705,320
Country Thunder USA,jambase:347840,
Bud’s Glass Joint,jambase:9801754,
Westgate Entertainment District,jambase:9778418,
Linger Longer Lounge,jambase:9521150,144
The Beast,jambase:8362948,
Vista Center for the Arts,jambase:7993994,1300
Gilbert Regional Park,jambase:7955139,
Dream City Church,jambase:7704606,
Without Walls Church,jambase:6247710,
Gila River Hotels & Casinos – Vee Quiva,jambase:6205693,
Queen Creek Performing Arts Center,jambase:397060,
Continental Country Club,jambase:391553,
Mazatzal Hotel and Casino,jambase:374834,
Fort Tuthill County Park Amphitheatre,jambase:368362,
Watson Lake Park,jambase:368182,
Tumbleweed Park,jambase:364201,
Westworld of Scottsdale,jambase:341310,
FillmorePHX,jambase:11498303,
Scarlet Lounge at Monarch Theatre,jambase:11422628,
Scottsdale Sport Complex Field #1,jambase:11421214,
Pinnacle Presbyterian Church,jambase:11301741,
Phoenicia Lounge,jambase:11170090,
Denim & Diamonds,jambase:10186678,
Puscifer,jambase:10028233,
Ellis Theater,jambase:9311421,500
MSU Riley Center,jambase:407551,950
The Blue Note,jambase:62507,200
Birdland Theater,jambase:68270,200
Birdland Jazz Club,jambase:8109438,200
David Geffen Hall at Lincoln Center,jambase:2639079,2600
Baby’s All Right,jambase:71773,280
Bowery Ballroom,jambase:73238,575
Isaac Stern Auditorium @ Carnegie Hall,jambase:384038,2804
Saint Vitus,jambase:73437,250
Music Hall Of Williamsburg,jambase:63232,650
Irving Plaza,jambase:62097,1200
The Gramercy Theatre,jambase:65589,499
Webster Hall,jambase:62853,1400
Public Records,jambase:5278740,200
Iridium Jazz Club,jambase:62350,180
Brooklyn Steel,jambase:2801032,1800
Sony Hall,jambase:4175995,1000
Madison Square Garden,jambase:62108,20789
Le Poisson Rouge,jambase:66310,700
Union Pool,jambase:65118,150
The Vogel,jambase:7264223,984
The Paramount,jambase:68641,1573
Ridgefield Playhouse,jambase:67996,500
Elsewhere (Zone One),jambase:3821583,675
Daryl’s House Restaurant & Music Club,jambase:71334,200
TV Eye,jambase:6231804,250
Brooklyn Bowl,jambase:66713,600
The Sultan Room,jambase:5721161,200
Hackensack Meridian Health Theatre,jambase:7347631,1568
Radio City Music Hall,jambase:62098,6015
Mayo Performing Arts Center,jambase:62094,1300
Warsaw,jambase:67326,800
Brooklyn Paramount Theater,jambase:11067462,3500
The Cutting Room,jambase:62810,450
Zankel Hall,jambase:65893,599
Colony,jambase:382624,350
Racket,jambase:9482062,650
The Capitol Theatre,jambase:62088,1800
Starland Ballroom,jambase:69108,2000
Bergen Performing Arts Center,jambase:64534,1367
The Wonder Bar,jambase:70986,600
Elsewhere (Hall),jambase:3821582,675
Metropolitan Opera,jambase:566483,3800
Terminal 5,jambase:69878,3000
City Winery,jambase:67192,350
Prudential Center,jambase:69798,19500
